Transaction_ID,Customer_ID,Transaction_Date,Category,Product,Quantity,Unit_Price,Discount_Pct,Gross_Amount,Discount_Amount,Net_Amount,Payment_Mode,Channel,Region
TXN007365,CUST0692,2024-08-21,Electronics,Power Bank,4,3759.14,5.0,15036.56,751.83,14284.73,Credit Card,In-Store,West
TXN007366,CUST0070,2023-12-16,Groceries,Detergent,4,584.84,0.0,2339.36,0.0,2339.36,UPI,Online,South
TXN007367,CUST0281,2024-01-17,Electronics,Power Bank,4,812.69,0.0,3250.76,0.0,3250.76,UPI,In-Store,North
TXN007368,CUST0503,2024-12-14,Fashion,Sneakers,5,574.1,15.0,2870.5,430.57,2439.93,Credit Card,In-Store,Central
TXN007369,CUST0306,2024-05-14,Beauty,Moisturizer,1,942.38,0.0,942.38,0.0,942.38,Cash on Delivery,Online,East
TXN007370,CUST0532,2024-05-11,Fashion,T-Shirt,4,2073.95,0.0,8295.8,0.0,8295.8,Cash on Delivery,In-Store,East
TXN007371,CUST0532,2024-08-31,Electronics,Power Bank,2,3715.53,0.0,7431.06,0.0,7431.06,UPI,Online,East
TXN007372,CUST0147,2024-07-26,Groceries,Cooking Oil 1L,5,325.72,20.0,1628.6,325.72,1302.88,Debit Card,In-Store,East
TXN007373,CUST0279,2024-10-17,Beauty,Lipstick,3,599.02,10.0,1797.06,179.71,1617.35,Credit Card,Online,North
TXN007374,CUST0747,2024-12-04,Home & Kitchen,Cookware Set,4,2629.63,25.0,10518.52,2629.63,7888.89,Debit Card,In-Store,West
TXN007375,CUST0368,2024-11-10,Home & Kitchen,Mixer Grinder,5,3142.14,20.0,15710.7,3142.14,12568.56,UPI,Online,Central
TXN007376,CUST0379,2024-08-22,Groceries,Snacks Pack,1,65.08,0.0,65.08,0.0,65.08,Cash on Delivery,Online,North
TXN007377,CUST0746,2024-08-11,Home & Kitchen,Storage Box,3,2729.14,20.0,8187.42,1637.48,6549.94,UPI,In-Store,North
TXN007378,CUST0308,2023-08-24,Beauty,Lipstick,2,708.0,25.0,1416.0,354.0,1062.0,Debit Card,Online,Central
TXN007379,CUST0676,2024-06-29,Beauty,Lipstick,4,913.28,10.0,3653.12,365.31,3287.81,Net Banking,Online,West
TXN007380,CUST0532,2024-11-08,Beauty,Shampoo,5,134.63,0.0,673.15,0.0,673.15,Credit Card,In-Store,East
TXN007381,CUST0548,2024-07-16,Home & Kitchen,LED Lamp,4,788.32,5.0,3153.28,157.66,2995.62,Credit Card,Online,North
TXN007382,CUST0177,2024-05-17,Electronics,USB Cable,5,2868.52,15.0,14342.6,2151.39,12191.21,UPI,Online,Central
TXN007383,CUST0532,2024-12-27,Electronics,Power Bank,5,1481.29,20.0,7406.45,1481.29,5925.16,Credit Card,Online,East
TXN007384,CUST0533,2024-02-19,Fashion,Sneakers,4,1708.97,0.0,6835.88,0.0,6835.88,Net Banking,Online,Central
TXN007385,CUST0796,2024-09-10,Home & Kitchen,Mixer Grinder,3,2029.8,25.0,6089.4,1522.35,4567.05,Debit Card,In-Store,North
TXN007386,CUST0227,2024-06-28,Beauty,Face Wash,4,574.02,0.0,2296.08,0.0,2296.08,Credit Card,In-Store,Central
TXN007387,CUST0616,2023-12-14,Electronics,Headphones,2,1997.74,25.0,3995.48,998.87,2996.61,UPI,Online,North
TXN007388,CUST0391,2024-04-29,Sports,Dumbbells,1,2025.13,20.0,2025.13,405.03,1620.1,Debit Card,Online,West
TXN007389,CUST0088,2024-07-30,Sports,Yoga Mat,4,183.29,0.0,733.16,0.0,733.16,Debit Card,Online,West
TXN007390,CUST0092,2024-12-02,Fashion,Cap,5,560.81,25.0,2804.05,701.01,2103.04,Credit Card,In-Store,Central
TXN007391,CUST0676,2024-11-30,Sports,Cricket Bat,5,1950.23,5.0,9751.15,487.56,9263.59,Cash on Delivery,In-Store,West
TXN007392,CUST0717,2024-09-02,Sports,Football,3,585.34,25.0,1756.02,439.0,1317.02,Net Banking,In-Store,East
TXN007393,CUST0003,2023-10-08,Electronics,Power Bank,1,1472.56,0.0,1472.56,0.0,1472.56,UPI,In-Store,Central
TXN007394,CUST0638,2024-11-21,Electronics,Power Bank,1,2669.28,25.0,2669.28,667.32,2001.96,UPI,Online,East
TXN007395,CUST0456,2023-07-16,Beauty,Face Wash,5,1120.31,0.0,5601.55,0.0,5601.55,UPI,In-Store,South
TXN007396,CUST0070,2024-01-30,Electronics,Power Bank,3,2557.49,20.0,7672.47,1534.49,6137.98,UPI,Online,South
TXN007397,CUST0532,2024-10-12,Groceries,Tea 250g,4,97.63,0.0,390.52,0.0,390.52,Debit Card,Online,East
TXN007398,CUST0163,2024-07-04,Groceries,Cooking Oil 1L,4,538.97,0.0,2155.88,0.0,2155.88,Credit Card,In-Store,West
TXN007399,CUST0721,2023-11-29,Groceries,Tea 250g,2,406.01,0.0,812.02,0.0,812.02,Credit Card,Online,North
TXN007400,CUST0759,2024-12-23,Groceries,Rice 5kg,5,505.37,5.0,2526.85,126.34,2400.51,Cash on Delivery,In-Store,West
TXN007401,CUST0679,2024-04-29,Fashion,T-Shirt,2,1360.54,0.0,2721.08,0.0,2721.08,Net Banking,In-Store,East
TXN007402,CUST0521,2023-08-27,Sports,Dumbbells,3,1246.04,0.0,3738.12,0.0,3738.12,Cash on Delivery,Online,Central
TXN007403,CUST0532,2024-09-21,Electronics,Smartwatch,5,3390.05,25.0,16950.25,4237.56,12712.69,Debit Card,In-Store,East
TXN007404,CUST0500,2024-06-18,Groceries,Rice 5kg,3,401.85,10.0,1205.55,120.56,1084.99,Credit Card,Online,East
TXN007405,CUST0486,2024-05-10,Fashion,Cap,5,2196.67,0.0,10983.35,0.0,10983.35,UPI,In-Store,North
TXN007406,CUST0281,2024-11-13,Home & Kitchen,Mixer Grinder,1,2747.43,20.0,2747.43,549.49,2197.94,Net Banking,In-Store,North
TXN007407,CUST0718,2023-10-18,Fashion,Jeans,4,1186.08,0.0,4744.32,0.0,4744.32,Debit Card,In-Store,South
TXN007408,CUST0074,2024-12-02,Home & Kitchen,Mixer Grinder,3,2790.53,25.0,8371.59,2092.9,6278.69,Credit Card,Online,West
TXN007409,CUST0616,2024-03-29,Electronics,Power Bank,3,744.11,0.0,2232.33,0.0,2232.33,Cash on Delivery,In-Store,North
TXN007410,CUST0625,2024-12-10,Beauty,Face Wash,4,581.44,0.0,2325.76,0.0,2325.76,Credit Card,Online,Central
TXN007411,CUST0242,2024-10-07,Home & Kitchen,Curtains,1,2833.93,25.0,2833.93,708.48,2125.45,Credit Card,Online,South
TXN007412,CUST0039,2024-12-10,Home & Kitchen,Storage Box,5,659.35,25.0,3296.75,824.19,2472.56,UPI,In-Store,South
TXN007413,CUST0615,2023-02-13,Electronics,Smartwatch,4,3039.82,0.0,12159.28,0.0,12159.28,Unknown,Online,East
TXN007414,CUST0256,2024-06-24,Beauty,Perfume,2,866.66,20.0,1733.32,346.66,1386.66,Debit Card,In-Store,Central
TXN007415,CUST0726,2024-10-30,Fashion,T-Shirt,4,1918.07,0.0,7672.28,0.0,7672.28,Credit Card,Online,South
TXN007416,CUST0716,2024-04-13,Groceries,Rice 5kg,2,402.22,0.0,804.44,0.0,804.44,Credit Card,In-Store,North
TXN007417,CUST0454,2024-07-27,Home & Kitchen,Curtains,2,320.5,0.0,641.0,0.0,641.0,Cash on Delivery,Online,Central
TXN007418,CUST0220,2024-10-15,Sports,Dumbbells,2,422.25,5.0,844.5,42.23,802.27,UPI,In-Store,North
TXN007419,CUST0575,2024-12-30,Fashion,Jacket,4,1547.32,25.0,6189.28,1547.32,4641.96,UPI,In-Store,East
TXN007420,CUST0409,2024-06-29,Groceries,Snacks Pack,2,492.68,25.0,985.36,246.34,739.02,Credit Card,Online,South
TXN007421,CUST0509,2024-07-07,Electronics,Headphones,2,1925.96,10.0,3851.92,385.19,3466.73,Credit Card,In-Store,Central
TXN007422,CUST0102,2024-08-20,Sports,Dumbbells,4,2607.92,25.0,10431.68,2607.92,7823.76,UPI,In-Store,East
TXN007423,CUST0178,2024-08-10,Groceries,Detergent,1,213.96,0.0,213.96,0.0,213.96,Net Banking,Online,West
TXN007424,CUST0087,2024-10-23,Fashion,Cap,1,1453.89,10.0,1453.89,145.39,1308.5,Credit Card,Online,East
TXN007425,CUST0262,2024-08-26,Beauty,Moisturizer,4,556.96,20.0,2227.84,445.57,1782.27,Net Banking,Online,West
TXN007426,CUST0721,2024-11-17,Home & Kitchen,LED Lamp,3,3465.02,0.0,10395.06,0.0,10395.06,UPI,In-Store,North
TXN007427,CUST0051,2024-05-01,Sports,Football,2,154.17,0.0,308.34,0.0,308.34,Net Banking,In-Store,East
TXN007428,CUST0438,2024-11-02,Sports,Cricket Bat,5,2735.15,0.0,13675.75,0.0,13675.75,Debit Card,Online,North
TXN007429,CUST0248,2024-08-14,Groceries,Detergent,2,225.57,25.0,451.14,112.78,338.36,Net Banking,Online,Central
TXN007430,CUST0662,2024-08-20,Fashion,T-Shirt,3,1888.12,15.0,5664.36,849.65,4814.71,Credit Card,Online,East
TXN007431,CUST0321,2024-11-29,Fashion,Jacket,5,606.35,0.0,3031.75,0.0,3031.75,Cash on Delivery,In-Store,West
TXN007432,CUST0613,2024-08-08,Beauty,Moisturizer,3,371.67,0.0,1115.01,0.0,1115.01,Cash on Delivery,Online,North
TXN007433,CUST0470,2024-05-18,Beauty,Perfume,4,996.21,10.0,3984.84,398.48,3586.36,Debit Card,Online,East
TXN007434,CUST0484,2024-05-31,Sports,Water Bottle,1,1804.83,0.0,1804.83,0.0,1804.83,Net Banking,Online,East
TXN007435,CUST0134,2024-06-02,Home & Kitchen,Storage Box,4,2113.83,0.0,8455.32,0.0,8455.32,Debit Card,In-Store,East
TXN007436,CUST0628,2023-02-28,Groceries,Snacks Pack,1,514.52,0.0,514.52,0.0,514.52,Debit Card,In-Store,West
TXN007437,CUST0752,2024-04-22,Fashion,Jeans,4,1237.91,0.0,4951.64,0.0,4951.64,Debit Card,In-Store,East
TXN007438,CUST0306,2024-06-19,Home & Kitchen,LED Lamp,5,965.55,0.0,4827.75,0.0,4827.75,UPI,Online,East
TXN007439,CUST0035,2024-04-20,Sports,Water Bottle,4,1949.15,0.0,7796.6,0.0,7796.6,Debit Card,Online,Central
TXN007440,CUST0413,2024-12-25,Home & Kitchen,LED Lamp,2,1856.37,0.0,3712.74,0.0,3712.74,Credit Card,In-Store,East
TXN007441,CUST0180,2024-03-14,Groceries,Tea 250g,4,152.78,25.0,611.12,152.78,458.34,Net Banking,In-Store,Central
TXN007442,CUST0128,2024-08-24,Sports,Cricket Bat,4,2766.48,10.0,11065.92,1106.59,9959.33,Cash on Delivery,Online,East
TXN007443,CUST0447,2024-10-19,Beauty,Shampoo,5,1198.66,5.0,5993.3,299.67,5693.63,UPI,Online,East
TXN007444,CUST0379,2024-09-09,Electronics,Smartwatch,5,2362.17,0.0,11810.85,0.0,11810.85,Debit Card,Online,North
TXN007445,CUST0039,2024-12-07,Home & Kitchen,Cookware Set,5,1134.79,20.0,5673.95,1134.79,4539.16,UPI,Online,South
TXN007446,CUST0262,2024-11-23,Beauty,Lipstick,2,209.87,5.0,419.74,20.99,398.75,Net Banking,In-Store,West
TXN007447,CUST0447,2024-07-13,Beauty,Face Wash,1,1088.38,0.0,1088.38,0.0,1088.38,UPI,Online,East
TXN007448,CUST0615,2024-07-23,Sports,Dumbbells,3,811.0,0.0,2433.0,0.0,2433.0,Credit Card,In-Store,East
TXN007449,CUST0576,2024-08-23,Home & Kitchen,Cookware Set,1,769.12,10.0,769.12,76.91,692.21,Credit Card,In-Store,West
TXN007450,CUST0532,2024-06-16,Home & Kitchen,Cookware Set,5,2138.33,20.0,10691.65,2138.33,8553.32,Debit Card,In-Store,East
TXN007451,CUST0616,2024-09-12,Groceries,Tea 250g,4,389.38,0.0,1557.52,0.0,1557.52,Debit Card,In-Store,North
TXN007452,CUST0576,2024-07-18,Home & Kitchen,Cookware Set,5,688.98,0.0,3444.9,0.0,3444.9,Cash on Delivery,In-Store,West
TXN007453,CUST0749,2024-10-10,Fashion,T-Shirt,3,2169.48,0.0,6508.44,0.0,6508.44,Credit Card,In-Store,South
TXN007454,CUST0012,2024-04-30,Home & Kitchen,Cookware Set,1,3406.27,20.0,3406.27,681.25,2725.02,UPI,In-Store,West
TXN007455,CUST0646,2024-12-27,Sports,Yoga Mat,3,1854.43,15.0,5563.29,834.49,4728.8,Net Banking,In-Store,North
TXN007456,CUST0524,2024-08-25,Sports,Football,1,1123.37,25.0,1123.37,280.84,842.53,UPI,Online,South
TXN007457,CUST0384,2023-06-28,Sports,Football,1,2215.54,0.0,2215.54,0.0,2215.54,Cash on Delivery,Online,West
TXN007458,CUST0465,2023-12-12,Home & Kitchen,Storage Box,3,3170.16,25.0,9510.48,2377.62,7132.86,Credit Card,In-Store,Central
TXN007459,CUST0532,2024-12-01,Sports,Cricket Bat,4,802.63,0.0,3210.52,0.0,3210.52,Cash on Delivery,Online,East
TXN007460,CUST0779,2024-12-16,Home & Kitchen,Mixer Grinder,2,2399.51,20.0,4799.02,959.8,3839.22,UPI,Online,West
TXN007461,CUST0240,2024-11-22,Electronics,Smartwatch,4,3418.89,15.0,13675.56,2051.33,11624.23,Net Banking,In-Store,East
TXN007462,CUST0523,2024-04-05,Sports,Yoga Mat,1,2645.39,0.0,2645.39,0.0,2645.39,Cash on Delivery,In-Store,East
TXN007463,CUST0140,2023-05-24,Beauty,Perfume,1,410.48,15.0,410.48,61.57,348.91,Cash on Delivery,Online,South
TXN007464,CUST0647,2024-07-23,Sports,Yoga Mat,3,619.6,10.0,1858.8,185.88,1672.92,Net Banking,In-Store,Central
TXN007465,CUST0246,2024-12-06,Beauty,Shampoo,5,658.04,5.0,3290.2,164.51,3125.69,UPI,In-Store,South
TXN007466,CUST0716,2024-08-13,Groceries,Detergent,2,223.44,20.0,446.88,89.38,357.5,Cash on Delivery,Online,North
TXN007467,CUST0070,2024-04-04,Electronics,USB Cable,1,1221.05,15.0,1221.05,183.16,1037.89,Debit Card,Online,South
TXN007468,CUST0113,2024-02-14,Beauty,Perfume,1,853.79,25.0,853.79,213.45,640.34,Net Banking,Online,North
TXN007469,CUST0186,2024-12-30,Sports,Cricket Bat,3,2962.98,0.0,8888.94,0.0,8888.94,UPI,In-Store,East
TXN007470,CUST0374,2024-05-23,Groceries,Snacks Pack,1,283.96,25.0,283.96,70.99,212.97,Cash on Delivery,Online,East
TXN007471,CUST0158,2023-09-18,Groceries,Snacks Pack,4,406.76,0.0,1627.04,0.0,1627.04,Credit Card,In-Store,West
TXN007472,CUST0532,2024-08-10,Groceries,Snacks Pack,4,552.71,10.0,2210.84,221.08,1989.76,Net Banking,Online,East
TXN007473,CUST0064,2024-02-14,Groceries,Tea 250g,2,323.86,0.0,647.72,0.0,647.72,Cash on Delivery,In-Store,North
TXN007474,CUST0306,2024-10-17,Groceries,Snacks Pack,3,248.15,0.0,744.45,0.0,744.45,Debit Card,Online,East
TXN007475,CUST0399,2024-01-21,Groceries,Cooking Oil 1L,4,133.52,0.0,534.08,0.0,534.08,UPI,Online,West
TXN007476,CUST0241,2024-05-22,Fashion,T-Shirt,1,639.92,25.0,639.92,159.98,479.94,Credit Card,In-Store,North
TXN007477,CUST0092,2024-10-09,Home & Kitchen,Mixer Grinder,2,2760.21,5.0,5520.42,276.02,5244.4,Credit Card,In-Store,Central
TXN007478,CUST0114,2024-11-03,Fashion,Cap,4,1441.33,20.0,5765.32,1153.06,4612.26,UPI,In-Store,North
TXN007479,CUST0582,2024-12-25,Fashion,Cap,2,2041.8,5.0,4083.6,204.18,3879.42,Net Banking,Online,West
TXN007480,CUST0442,2024-02-19,Electronics,Smartwatch,5,1775.76,20.0,8878.8,1775.76,7103.04,UPI,Online,West
TXN007481,CUST0436,2024-05-06,Electronics,Headphones,3,1617.23,0.0,4851.69,0.0,4851.69,Cash on Delivery,In-Store,West
TXN007482,CUST0500,2024-10-10,Home & Kitchen,Mixer Grinder,5,2472.8,0.0,12364.0,0.0,12364.0,Net Banking,Online,East
TXN007483,CUST0036,2024-12-23,Fashion,Jeans,5,2093.15,0.0,10465.75,0.0,10465.75,Debit Card,In-Store,West
TXN007484,CUST0362,2024-02-23,Home & Kitchen,Curtains,2,701.01,20.0,1402.02,280.4,1121.62,Cash on Delivery,Online,North
TXN007485,CUST0519,2024-01-27,Sports,Cricket Bat,3,2285.97,10.0,6857.91,685.79,6172.12,Cash on Delivery,In-Store,Central
TXN007486,CUST0254,2024-09-10,Beauty,Moisturizer,1,950.24,0.0,950.24,0.0,950.24,Net Banking,In-Store,Central
TXN007487,CUST0231,2023-10-24,Fashion,Jeans,2,2263.3,5.0,4526.6,226.33,4300.27,Credit Card,Online,South
TXN007488,CUST0720,2024-10-14,Groceries,Tea 250g,2,404.68,15.0,809.36,121.4,687.96,Net Banking,Online,Central
TXN007489,CUST0266,2024-09-05,Fashion,T-Shirt,5,1848.26,5.0,9241.3,462.06,8779.24,Cash on Delivery,In-Store,West
TXN007490,CUST0786,2024-06-26,Sports,Yoga Mat,1,2523.69,25.0,2523.69,630.92,1892.77,Net Banking,Online,North
TXN007491,CUST0299,2024-07-03,Groceries,Tea 250g,2,93.88,15.0,187.76,28.16,159.6,Credit Card,In-Store,West
TXN007492,CUST0532,2024-06-14,Beauty,Lipstick,2,846.45,5.0,1692.9,84.64,1608.26,Credit Card,Online,East
TXN007493,CUST0192,2024-06-13,Groceries,Cooking Oil 1L,2,537.03,25.0,1074.06,268.51,805.55,Debit Card,Online,Central
TXN007494,CUST0676,2024-06-17,Groceries,Cooking Oil 1L,4,588.35,25.0,2353.4,588.35,1765.05,UPI,Online,West
TXN007495,CUST0015,2023-11-14,Electronics,USB Cable,3,1958.89,10.0,5876.67,587.67,5289.0,Cash on Delivery,In-Store,North
TXN007496,CUST0500,2024-10-06,Sports,Football,1,2045.62,10.0,2045.62,204.56,1841.06,Credit Card,Online,East
TXN007497,CUST0061,2024-01-17,Home & Kitchen,LED Lamp,1,2965.94,0.0,2965.94,0.0,2965.94,UPI,Online,East
TXN007498,CUST0766,2024-06-13,Groceries,Rice 5kg,3,234.6,5.0,703.8,35.19,668.61,Debit Card,Online,Central
TXN007499,CUST0265,2024-09-27,Fashion,Cap,1,1269.47,0.0,1269.47,0.0,1269.47,Net Banking,In-Store,South
TXN007500,CUST0532,2024-12-02,Home & Kitchen,Mixer Grinder,4,1365.99,15.0,5463.96,819.59,4644.37,Net Banking,Online,East
TXN007501,CUST0796,2024-12-30,Home & Kitchen,Curtains,5,3103.77,10.0,15518.85,1551.88,13966.97,Credit Card,Online,North
TXN007502,CUST0532,2024-06-27,Sports,Football,2,1591.51,0.0,3183.02,0.0,3183.02,UPI,Online,East
TXN007503,CUST0662,2023-04-17,Home & Kitchen,Cookware Set,1,3004.96,15.0,3004.96,450.74,2554.22,Credit Card,In-Store,East
TXN007504,CUST0051,2023-09-25,Electronics,Smartwatch,5,3339.88,0.0,16699.4,0.0,16699.4,Cash on Delivery,Online,East
TXN007505,CUST0530,2023-06-12,Sports,Dumbbells,3,250.52,20.0,751.56,150.31,601.25,Cash on Delivery,Online,South
TXN007506,CUST0299,2024-09-03,Fashion,T-Shirt,4,492.57,0.0,1970.28,0.0,1970.28,Credit Card,Online,West
TXN007507,CUST0141,2024-11-06,Fashion,Jacket,5,2026.61,10.0,10133.05,1013.3,9119.75,UPI,Online,East
TXN007508,CUST0243,2024-12-23,Beauty,Shampoo,2,952.97,0.0,1905.94,0.0,1905.94,Cash on Delivery,In-Store,Central
TXN007509,CUST0537,2024-11-27,Electronics,Smartwatch,1,3830.58,20.0,3830.58,766.12,3064.46,Net Banking,Online,Central
TXN007510,CUST0415,2024-10-07,Electronics,Smartwatch,4,2664.59,0.0,10658.36,0.0,10658.36,Debit Card,Online,East
TXN007511,CUST0184,2024-02-13,Fashion,Cap,3,647.9,25.0,1943.7,485.93,1457.77,Credit Card,Online,West
TXN007512,CUST0706,2024-03-03,Beauty,Face Wash,1,289.37,0.0,289.37,0.0,289.37,Credit Card,In-Store,East
TXN007513,CUST0026,2024-12-19,Home & Kitchen,Storage Box,3,2339.98,0.0,7019.94,0.0,7019.94,Credit Card,Online,Central
TXN007514,CUST0771,2024-10-05,Groceries,Rice 5kg,1,203.36,5.0,203.36,10.17,193.19,UPI,Online,West
TXN007515,CUST0184,2023-07-27,Home & Kitchen,Storage Box,1,2669.8,0.0,2669.8,0.0,2669.8,Net Banking,Online,West
TXN007516,CUST0402,2024-09-21,Electronics,Bluetooth Speaker,3,2185.71,25.0,6557.13,1639.28,4917.85,Credit Card,Online,East
TXN007517,CUST0138,2023-04-13,Home & Kitchen,Mixer Grinder,3,1286.96,5.0,3860.88,193.04,3667.84,Net Banking,In-Store,West
TXN007518,CUST0532,2024-09-11,Fashion,T-Shirt,5,471.7,0.0,2358.5,0.0,2358.5,Net Banking,In-Store,East
TXN007519,CUST0314,2024-05-23,Sports,Water Bottle,5,1367.14,20.0,6835.7,1367.14,5468.56,UPI,In-Store,North
TXN007520,CUST0736,2023-12-07,Fashion,Jacket,4,2018.22,10.0,8072.88,807.29,7265.59,Net Banking,Online,East
TXN007521,CUST0325,2024-07-09,Sports,Football,5,1041.73,20.0,5208.65,1041.73,4166.92,Debit Card,In-Store,East
TXN007522,CUST0417,2024-11-15,Home & Kitchen,Cookware Set,3,2982.19,20.0,8946.57,1789.31,7157.26,Cash on Delivery,In-Store,North
TXN007523,CUST0468,2024-12-14,Electronics,Smartwatch,5,3449.4,10.0,17247.0,1724.7,15522.3,Debit Card,Online,South
TXN007524,CUST0442,2023-06-25,Electronics,Smartwatch,1,1775.08,5.0,1775.08,88.75,1686.33,UPI,Online,West
TXN007525,CUST0749,2023-02-24,Home & Kitchen,LED Lamp,1,1959.04,20.0,1959.04,391.81,1567.23,Net Banking,Online,South
TXN007526,CUST0447,2024-09-30,Fashion,Cap,4,2279.87,20.0,9119.48,1823.9,7295.58,Net Banking,Online,East
TXN007527,CUST0508,2024-01-21,Sports,Football,2,2351.21,20.0,4702.42,940.48,3761.94,Net Banking,In-Store,South
TXN007528,CUST0721,2024-03-31,Fashion,Jeans,5,1184.25,0.0,5921.25,0.0,5921.25,Net Banking,In-Store,North
TXN007529,CUST0532,2024-08-18,Beauty,Moisturizer,3,726.09,10.0,2178.27,217.83,1960.44,Net Banking,In-Store,East
TXN007530,CUST0532,2024-04-15,Beauty,Face Wash,5,291.27,0.0,1456.35,72.82,1383.53,Credit Card,Online,East
TXN007531,CUST0262,2024-10-15,Home & Kitchen,Mixer Grinder,5,1527.19,5.0,7635.95,381.8,7254.15,Net Banking,Online,West
TXN007532,CUST0365,2024-11-26,Fashion,Jeans,5,2213.67,15.0,11068.35,1660.25,9408.1,Debit Card,In-Store,West
TXN007533,CUST0208,2024-01-15,Groceries,Snacks Pack,3,496.64,0.0,1489.92,0.0,1489.92,Net Banking,In-Store,West
TXN007534,CUST0006,2024-02-28,Fashion,Cap,5,1751.81,5.0,8759.05,437.95,8321.1,Net Banking,In-Store,Central
TXN007535,CUST0532,2024-03-26,Sports,Yoga Mat,2,1267.14,15.0,2534.28,380.14,2154.14,Net Banking,In-Store,East
TXN007536,CUST0056,2024-10-16,Beauty,Face Wash,1,176.85,0.0,176.85,0.0,176.85,Cash on Delivery,Online,South
TXN007537,CUST0522,2024-06-21,Fashion,Cap,5,923.79,0.0,4618.95,0.0,4618.95,Net Banking,In-Store,West
TXN007538,CUST0752,2024-11-25,Fashion,Sneakers,3,1991.91,20.0,5975.73,1195.15,4780.58,Cash on Delivery,Online,East
TXN007539,CUST0198,2024-07-30,Sports,Dumbbells,4,224.12,20.0,896.48,179.3,717.18,Cash on Delivery,In-Store,South
TXN007540,CUST0144,2023-12-14,Electronics,Headphones,2,1812.72,0.0,3625.44,0.0,3625.44,Debit Card,In-Store,North
TXN007541,CUST0224,2024-12-02,Electronics,Power Bank,5,3536.29,25.0,17681.45,4420.36,13261.09,Credit Card,In-Store,East
TXN007542,CUST0127,2024-03-31,Beauty,Moisturizer,4,464.11,20.0,1856.44,371.29,1485.15,Cash on Delivery,Online,South
TXN007543,CUST0257,2024-11-27,Fashion,Sneakers,5,1023.97,0.0,5119.85,0.0,5119.85,Cash on Delivery,In-Store,South
TXN007544,CUST0781,2024-11-29,Fashion,Jeans,2,1527.68,10.0,3055.36,305.54,2749.82,Credit Card,Online,West
TXN007545,CUST0246,2024-10-01,Home & Kitchen,Storage Box,2,2132.07,25.0,4264.14,1066.04,3198.1,Cash on Delivery,Online,South
TXN007546,CUST0720,2024-09-15,Groceries,Rice 5kg,5,105.38,15.0,526.9,79.03,447.87,UPI,In-Store,Central
TXN007547,CUST0248,2024-09-11,Groceries,Rice 5kg,3,246.45,0.0,739.35,0.0,739.35,Cash on Delivery,In-Store,Central
TXN007548,CUST0716,2024-04-17,Home & Kitchen,Storage Box,2,1440.45,5.0,2880.9,144.04,2736.86,Cash on Delivery,Online,North
TXN007549,CUST0302,2023-11-20,Groceries,Cooking Oil 1L,2,426.07,20.0,852.14,170.43,681.71,Cash on Delivery,Online,East
TXN007550,CUST0790,2023-06-28,Electronics,Headphones,4,2665.02,15.0,10660.08,1599.01,9061.07,Net Banking,Online,East
TXN007551,CUST0454,2023-11-01,Home & Kitchen,Curtains,3,2441.51,15.0,7324.53,1098.68,6225.85,Net Banking,In-Store,Central
TXN007552,CUST0539,2024-09-30,Fashion,Cap,4,2434.56,0.0,9738.24,0.0,9738.24,Debit Card,Online,Central
TXN007553,CUST0249,2024-11-30,Home & Kitchen,Cookware Set,5,1228.57,25.0,6142.85,1535.71,4607.14,Net Banking,In-Store,Central
TXN007554,CUST0716,2024-02-21,Sports,Water Bottle,2,2674.91,0.0,5349.82,0.0,5349.82,Debit Card,In-Store,North
TXN007555,CUST0499,2024-06-01,Groceries,Cooking Oil 1L,3,472.92,15.0,1418.76,212.81,1205.95,Net Banking,In-Store,West
TXN007556,CUST0145,2024-03-16,Fashion,Cap,3,2251.13,0.0,6753.39,337.67,6415.72,Credit Card,Online,Central
TXN007557,CUST0514,2024-08-25,Fashion,Cap,4,1784.19,15.0,7136.76,1070.51,6066.25,Credit Card,In-Store,North
TXN007558,CUST0155,2024-12-19,Home & Kitchen,Curtains,2,1240.0,0.0,2480.0,0.0,2480.0,Net Banking,In-Store,East
TXN007559,CUST0184,2023-10-23,Groceries,Rice 5kg,5,489.04,0.0,2445.2,0.0,2445.2,Credit Card,Online,West
TXN007560,CUST0532,2024-05-05,Groceries,Snacks Pack,3,102.9,0.0,308.7,0.0,308.7,Debit Card,Online,East
TXN007561,CUST0585,2023-07-15,Home & Kitchen,LED Lamp,2,421.98,0.0,843.96,0.0,843.96,Debit Card,In-Store,North
TXN007562,CUST0532,2024-05-15,Sports,Yoga Mat,1,1768.32,20.0,1768.32,353.66,1414.66,Net Banking,Online,East
TXN007563,CUST0124,2024-10-14,Sports,Water Bottle,2,2135.01,0.0,4270.02,0.0,4270.02,Cash on Delivery,Online,North
TXN007564,CUST0151,2024-02-26,Home & Kitchen,Curtains,2,1214.33,15.0,2428.66,364.3,2064.36,UPI,Online,Central
TXN007565,CUST0054,2024-12-26,Fashion,Jeans,4,1317.01,0.0,5268.04,0.0,5268.04,Credit Card,Online,Central
TXN007566,CUST0002,2024-07-14,Home & Kitchen,LED Lamp,5,359.63,0.0,1798.15,0.0,1798.15,Net Banking,Online,South
TXN007567,CUST0412,2024-03-12,Beauty,Lipstick,4,1104.82,15.0,4419.28,662.89,3756.39,Cash on Delivery,Online,North
TXN007568,CUST0412,2024-04-18,Groceries,Cooking Oil 1L,3,554.47,25.0,1663.41,415.85,1247.56,Credit Card,In-Store,North
